node_1;node_2;chunk_id;count;edge
ansgar;benedictine monastery in corbie;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;8;contextual proximity
ansgar;bremen's bishopric;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
ansgar;burning down hamburg;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
ansgar;chronicler from corvey;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
ansgar;closely associated with the carolingian family;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
ansgar;conversion of scandinavia;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
ansgar;converted danish ruler;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
ansgar;corvey;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
ansgar;creation of new bishoprics;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
ansgar;danes;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
ansgar;danes coming to hamburg;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
ansgar;escaping from danger;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
ansgar;extended his activities beyond the borders of the conquered territory;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
ansgar;famed school and scriptorium;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
ansgar;first more intense encounter;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;8;contextual proximity
ansgar;frankish nobleman from near amiens;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;8;contextual proximity
ansgar;had some initial success and converted one of the minor danish rulers;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
ansgar;joined the benedictine monastery in corbie as a child;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
ansgar;lasting roots;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
ansgar;loss of power;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
ansgar;lost power;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
ansgar;man called ansgar;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;8;contextual proximity
ansgar;minor danish ruler;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;12;contextual proximity
ansgar;missionary effort;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
ansgar;missionary effort in sweden;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;12;contextual proximity
ansgar;monks from corbie;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
ansgar;relations between the danes and the east francian;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
ansgar;roped into missionary work in the recently acquired land of the saxons;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
ansgar;sent out to saxony in 822;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
ansgar;something going wrong;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;12;contextual proximity
ansgar;stone church in bremen;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
ansgar;widukind of corvey;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
ansgar;wooden churches;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
ansgar and his missionaries;vikings;1abda0d3e8ce4dc9aecebf4fe01d035f,1abda0d3e8ce4dc9aecebf4fe01d035f;2;contextual proximity
apostles to the slavs;basilica de san clemente;048a2f92d52944c6a4e4b8ecfa19bf69,048a2f92d52944c6a4e4b8ecfa19bf69;2;contextual proximity
apostles to the slavs;konstantine (st cyrill);048a2f92d52944c6a4e4b8ecfa19bf69,048a2f92d52944c6a4e4b8ecfa19bf69,048a2f92d52944c6a4e4b8ecfa19bf69,048a2f92d52944c6a4e4b8ecfa19bf69;4;contextual proximity
apostles to the slavs;the reformation;048a2f92d52944c6a4e4b8ecfa19bf69,048a2f92d52944c6a4e4b8ecfa19bf69;2;contextual proximity
archaeologists;boleslaus son, duke boleslaus ii;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
archaeologists;early polish rulers;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
archaeologists;neighbors;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
archaeologists;poland;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
archaeologists;traces of smaller fortifications;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
archaeologists;widukind;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
archbishopric of hamburg;ansgar;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;18;contextual proximity
archbishopric of hamburg;archdiocese;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
archbishopric of hamburg;bremen's bishopric;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
archbishopric of hamburg;burning down hamburg;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
archbishopric of hamburg;conversion of scandinavia;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
archbishopric of hamburg;creation of new bishoprics;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
archbishopric of hamburg;danes;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
archbishopric of hamburg;danes coming to hamburg;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
archbishopric of hamburg;escaping from danger;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
archbishopric of hamburg;lasting roots;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
archbishopric of hamburg;loss of power;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
archbishopric of hamburg;minor danish ruler;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
archbishopric of hamburg;missionary effort;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
archbishopric of hamburg;missionary effort in sweden;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
archbishopric of hamburg;something going wrong;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
archbishopric of hamburg;stone church in bremen;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
archbishopric of hamburg;wooden churches;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
archdiocese;ansgar;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
archdiocese;archbishopric of hamburg;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
archdiocese;minor danish ruler;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;2;contextual proximity
archdiocese;missionary effort in sweden;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;2;contextual proximity
archdiocese;something going wrong;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;2;contextual proximity
armoured knights;king henry the fowler;29d6dbd3c7be42a684bf7b6ac2e094f2,29d6dbd3c7be42a684bf7b6ac2e094f2;2;contextual proximity
armoured knights;wenceslaus;29d6dbd3c7be42a684bf7b6ac2e094f2,29d6dbd3c7be42a684bf7b6ac2e094f2;2;contextual proximity
armoured men on horseback;hermann billung and margrave gero;3b1d78faf9064a97b1b667d4aa940745,3b1d78faf9064a97b1b667d4aa940745;2;contextual proximity
army;bohemian dukes and later kings;2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e;4;contextual proximity
army;bohemian semi pagans;2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e;2;contextual proximity
army;boleslaus;2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e;4;contextual proximity
army;civil wars;2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e;2;contextual proximity
army;duke boleslaus i of bohemia;2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e;4;contextual proximity
army;justice, taxation, building of castles and cities;2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e;2;contextual proximity
army;kings and emperors;2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e;2;contextual proximity
army;making an attempt at bringing boleslaus to heel;2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e;2;contextual proximity
army;providing military assistance and involvement in the election of the emperor;2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e;2;contextual proximity
army;travel to prague;2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e;2;contextual proximity
army;vassal status in the east francian kingdom;2b20a359dd6d443d9b6529087d84066e,2b20a359dd6d443d9b6529087d84066e;2;contextual proximity
ascension of otto to the throne;change in vital status of his brother;2a31d5c63b724888a398b38f33fa5967,2a31d5c63b724888a398b38f33fa5967;2;contextual proximity
ascension of otto to the throne;half-hearted attempt to bring boleslaus to heel;2a31d5c63b724888a398b38f33fa5967,2a31d5c63b724888a398b38f33fa5967;2;contextual proximity
ascension of otto to the throne;otto i;2a31d5c63b724888a398b38f33fa5967,2a31d5c63b724888a398b38f33fa5967;2;contextual proximity
balkans;great moravian empire;7ad41a6601424773bbab520a103e7143,7ad41a6601424773bbab520a103e7143,7ad41a6601424773bbab520a103e7143,7ad41a6601424773bbab520a103e7143,7ad41a6601424773bbab520a103e7143,7ad41a6601424773bbab520a103e7143,7ad41a6601424773bbab520a103e7143;7;contextual proximity
balkans;moravians;7ad41a6601424773bbab520a103e7143,7ad41a6601424773bbab520a103e7143;2;contextual proximity
balkans;republic of hungary;7ad41a6601424773bbab520a103e7143,7ad41a6601424773bbab520a103e7143;2;contextual proximity
baltic sea;modern academic research on the vikings;ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951;4;contextual proximity
baltic sea;scandinavian history podcast by mikael shainkman;ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951;3;contextual proximity
baltic sea;slavic pagan people;ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951;6;contextual proximity
baltic sea;tv series vikings;ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951;4;contextual proximity
baltic sea;vikings;ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951,ca4f0d0d09ad40488bc03c767fc6e951;3;contextual proximity
baptism and vassalage of emperor otto the great;denmark;9d455bc6ec4946bf81b106a8d103c837,9d455bc6ec4946bf81b106a8d103c837;2;contextual proximity
baptism and vassalage of emperor otto the great;eastern duchy of poland;9d455bc6ec4946bf81b106a8d103c837,9d455bc6ec4946bf81b106a8d103c837;2;contextual proximity
baptism and vassalage of emperor otto the great;harald bluetooth;9d455bc6ec4946bf81b106a8d103c837,9d455bc6ec4946bf81b106a8d103c837;2;contextual proximity
